nct_id,org_name,org_class,brief_title,overall_status,why_stopped,collaborators,has_dmc,fda_regulated_drug,fda_regulated_device,phase,conditions,keywords
NCT04357834,"Insel Gruppe AG, University Hospital Bern",OTHER,WAVE. Wearable-based COVID-19 Markers for Prediction of Clinical Trajectories,COMPLETED,,"[{'name': 'ETH Zurich', 'class': 'OTHER'}]",,False,False,,"['COVID', 'COVID 19', 'SARS-CoV 2']","['Smartwatch', 'Intensive care', 'Intensive care unit', 'Prediction', 'Artificial intelligence', 'Clinical trajectories']"
NCT06175871,Université du Québec à Chicoutimi,OTHER,New Clinical Rehabilitation Approach for the Management of Falls Risks,RECRUITING,,"[{'name': 'Agence de la Sante et des Services Sociaux du Saguenay-Lac-Saint-Jean', 'class': 'OTHER'}]",True,False,False,NA,"['Musculoskeletal Diseases', 'Chronic Disease', 'Fall Patients', 'Aging Problems', 'Postural Low Back Pain', 'Parkinson Disease']","['Aging', 'Rehabilitation', 'Postural control', 'Falls', 'Biomechanics', 'Technology innovative', 'Prevention', 'Mobility']"
NCT06455111,Boston University,OTHER,"Evaluation of an Artificial Intelligence-Assisted, Image-Based Dietary Assessment Tool in the Framingham Heart Study",COMPLETED,,"[{'name': 'National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'class': 'NIH'}]",False,False,False,NA,['Dietary Habits'],"['Web-based dietary recalls', 'Automatic Self-Administered 24-Hour Dietary Assessment Tool', 'Keenoa', 'Framingham Heart Study cohort']"
NCT06253676,George Washington University,OTHER,Sensing Technologies for Maternal Depression Treatment in Low-Resource Settings,RECRUITING,,"[{'name': 'Transcultural Psychosocial Organization Nepal', 'class': 'OTHER'}, {'name': 'University of Witwatersrand, South Africa', 'class': 'OTHER'}, {'name': 'Yale University', 'class': 'OTHER'}, {'name': 'Duke University', 'class': 'OTHER'}]",True,False,False,NA,['Post Partum Depression'],"['Low- and Middle-Income Country', 'Mental Health', 'Task-Sharing Intervention / Non-Specialist Intervention', 'mHealth | Digital Health']"
NCT05176704,Innodem Neurosciences,INDUSTRY,Development and Validation of a Novel Functional Eye-Tracking Software Application for Alzheimer's Disease,RECRUITING,,,,False,False,,"[""Alzheimer's Disease""]","[""Alzheimer's Disease"", 'Eye Movement Biomarkers', 'eye-tracking']"
NCT06541587,Tri-Service General Hospital,OTHER,Smart VR Mindfulness for Breast Cancer: Integrating Biofeedback and Evaluating Chemotherapy Effectiveness,RECRUITING,,,,False,False,NA,"['Breast Cancer', 'Chemotherapy', 'Virtual Reality', 'Mindfulness']","['breast cancer', 'Chemotherapy', 'Virtual Reality', 'Mindfulness']"
NCT05221697,Presage,INDUSTRY,Effect of an ML Electronic Alert Management System to Reduce the Use of ED Visits and Hospitalizations,ACTIVE_NOT_RECRUITING,,"[{'name': 'Assistance Publique Hopitaux De Marseille', 'class': 'OTHER'}, {'name': 'Assistance Publique - Hôpitaux de Paris', 'class': 'OTHER'}, {'name': 'University Hospital, Lille', 'class': 'OTHER'}]",True,False,False,NA,['Emergencies'],"['Emergency Department visits,', 'machine learning', 'smartphone']"
NCT04958577,Ada Health GmbH,INDUSTRY,Clinic Waiting Room-based Study of Swahili Language Artificial Intelligence-driven Symptom Assessments in Tanzanian Primary Health Care Facilities,UNKNOWN,,"[{'name': 'Muhimbili University of Health and Allied Sciences', 'class': 'OTHER'}]",False,False,False,,"['Abdominal Pain/Gastrointestinal Issues', 'Lower Respiratory System Conditions', 'Upper Respiratory System Conditions', 'Mental Health Conditions', 'Ophthalmology Conditions', 'Orthopedic Conditions', 'Cardiovascular System Conditions', 'Genitourinary System Conditions', 'ENT Conditions', 'Dermatology Conditions', 'Gynecology/Obstetrics Conditions', 'Neurological Conditions']",
NCT02333240,University of Oxford,OTHER,Self-management of Postnatal Anti-hypertensive Treatment: a Trial Development Pilot Study,COMPLETED,,"[{'name': 'National Institute for Health Research, United Kingdom', 'class': 'OTHER_GOV'}]",True,,,NA,"['Pre-Eclampsia', 'Hypertension, Pregnancy-Induced']","['Pregnancy', 'Postnatal Care', 'Blood Pressure Monitoring, Home', 'Self Care', 'Pregnancy Complications, Cardiovascular', 'Qualitative Research', 'Antihypertensive Agents']"
NCT05149144,IRCCS Eugenio Medea,OTHER,"Comutti - A Research Project Dedicated to Finding Smart Ways of Using Technology for a Better Tomorrow for Everyone, Everywhere.",COMPLETED,,"[{'name': 'Politecnico di Milano', 'class': 'OTHER'}, {'name': 'Massachusetts Institute of Technology', 'class': 'OTHER'}]",False,False,False,NA,['Autism Spectrum Disorder'],"['non-verbal autistic children', 'minimally-verbal autistic children']"
NCT06685861,Peking University,OTHER,Effectiveness of Digital Cognitive Behavioral Therapy for the Treatment of Depression,RECRUITING,,,False,False,False,NA,['Depression'],['i-CBT']
NCT03101865,University of Cambridge,OTHER,The Artificial Pancreas in Very Young Children With T1D - Pilot (KidsAP01),COMPLETED,,"[{'name': 'European Commission', 'class': 'OTHER'}, {'name': 'Medtronic', 'class': 'INDUSTRY'}, {'name': 'Cambridge University Hospitals NHS Foundation Trust', 'class': 'OTHER'}, {'name': 'The Leeds Teaching Hospitals NHS Trust', 'class': 'OTHER'}, {'name': 'University of Luxembourg', 'class': 'OTHER'}, {'name': 'University of Leipzig', 'class': 'OTHER'}, {'name': 'Medical University of Graz', 'class': 'OTHER'}, {'name': 'Medical University Innsbruck', 'class': 'OTHER'}, {'name': 'Medical University of Vienna', 'class': 'OTHER'}, {'name': 'Jaeb Center for Health Research', 'class': 'OTHER'}]",True,False,False,NA,['Type 1 Diabetes Mellitus'],"['Type 1 diabetes', 'Artificial Pancreas', 'Closed-loop glucose control', 'Very young children', 'Continuous subcutaneous insulin infusion', 'Continuous glucose monitoring']"
NCT05369806,University of Washington,OTHER,Leveraging Interactive Text Messaging to Monitor and Support Maternal Health in Kenya,COMPLETED,,"[{'name': 'National Institute of Mental Health (NIMH)', 'class': 'NIH'}]",False,False,False,NA,"['Neonatal Death', 'Perinatal Death', 'Depression']","['Kenya', 'SMS', 'Natural Language Processing', 'NLP', 'mHealth']"
NCT04219228,Sun Yat-sen University,OTHER,Zhaoqing Myopia Study,UNKNOWN,,,True,False,False,,['Myopia'],
NCT03336411,NYU Langone Health,OTHER,A Personalized Diet Study to Reduce Glycemic Exposure,COMPLETED,,"[{'name': 'American Heart Association', 'class': 'OTHER'}, {'name': 'Weizmann Institute of Science', 'class': 'OTHER'}]",False,False,False,NA,"['Pre-diabetes', 'Overweight and Obesity']",
NCT01476228,Hadassah Medical Organization,OTHER,EEG Objectification in Neuropsychiatry,UNKNOWN,,,False,,,NA,"['Personality Disorder', 'Depression', 'Neurodegeneration', ""Alzheimer's Disease"", 'Epilepsy']",
NCT04150198,"Institut National de la Santé Et de la Recherche Médicale, France",OTHER_GOV,MECHANISMS OF NEURONAL RESILIENCE IN ALZHEIMER'S DISEASE AND ITS FOCAL VARIANTS: A PET/MR STUDY,RECRUITING,,"[{'name': 'France Alzheimer', 'class': 'OTHER'}]",False,False,False,NA,"['Alzheimer Disease, Early Onset', 'Posterior Cortical Atrophy']",
NCT04110756,"University of California, San Francisco",OTHER,ChangeGradients: Promoting Adolescent Health Behavior Change,RECRUITING,,"[{'name': 'North Carolina State University', 'class': 'OTHER'}]",False,False,False,NA,"['Alcohol Drinking', 'Self Efficacy', 'Adolescent Behavior', 'Risk-Taking', 'Cancer']","['Alcohol- Prevention/Control', 'Adolescent behavior', 'Video games- psychology']"
NCT05194787,University of Tasmania,OTHER,TAS Test: Online Motor-cognitive Tests for Early Detection of Alzheimer's Disease,RECRUITING,,"[{'name': 'National Health and Medical Research Council, Australia', 'class': 'OTHER'}, {'name': 'University of Sydney', 'class': 'OTHER'}, {'name': 'University of Leeds', 'class': 'OTHER'}]",True,False,False,,"['Alzheimer Disease', 'Dementia', 'Age-related Cognitive Decline']","['pre-clinical', 'early detection', 'online tests', 'Artificial intelligence']"
NCT06957093,The First Hospital of Jilin University,OTHER,Therapeutic Efficacy and Safety Evaluation of AI in the Management of Diabetes: A RCT Trial,NOT_YET_RECRUITING,,,False,False,False,NA,"['Diabetes Mellitus Type 2 (T2DM)', 'Artificial Intelligence (AI)']","['Diabetes mellitus type 2 (T2DM)', 'Artificial Intelligence (AI)']"
NCT06596824,"Charite University, Berlin, Germany",OTHER,Personalized Digital Training Intervention to Reduce Inflammation by Correcting Pathological Movement Patterns in Pre-stage Knee Osteoarthritis After Anterior Cruciate Ligament Reconstruction,NOT_YET_RECRUITING,,,True,False,False,NA,"['Osteoarthritis (OA) of the Knee', 'ACL Reconstruction']",
NCT06047717,University of Rochester,OTHER,Vision Loss Impact on Navigation in Virtual Reality,RECRUITING,,"[{'name': 'Rochester Institute of Technology', 'class': 'OTHER'}]",False,False,False,NA,"['Stroke, Ischemic', 'Quadrantanopia', 'Hemianopsia, Homonymous', 'Hemianopia, Homonymous', 'Hemianopia', 'Hemianopsia', 'Occipital Lobe Infarct', 'Visual Field Defect, Peripheral', 'Vision Loss Partial', 'Quadrantanopsia', 'Stroke Hemorrhagic']","['Occipital stroke', 'Vision loss after stroke', 'Vision recovery', 'Vision restoration', 'Partial vision loss', 'Homonymous quadrantanopsia', 'Homonymous quadrantanopia', 'stroke']"
NCT06228014,AI Labs Group S.L,INDUSTRY,Pilot Study: AI Algorithm for Dermatology Referral Optimization,RECRUITING,,"[{'name': 'Osakidetza', 'class': 'OTHER'}, {'name': 'Servicio Vasco de Salud Osakidetza, Spain', 'class': 'UNKNOWN'}, {'name': 'Hospital de Cruces', 'class': 'OTHER'}]",False,False,False,,"['Skin Diseases', 'Skin Condition']","['Dermatology', 'General practitioners', 'Artificial Intelligence', 'Algorithm', 'Diagnostic']"
NCT06290570,Mayo Clinic,OTHER,A Study of Artificial Intelligence ECG With ECG Devices to Detect Hypertrophic Cardiomyopathy Distinct From Athlete's Heart,RECRUITING,,,False,False,False,,"['Hypertrophic Cardiomyopathy', 'Athlete Heart']",
NCT06240091,Woebot Health,INDUSTRY,Potency and Precision Investigation,COMPLETED,,,False,False,True,NA,"['Depression, Anxiety']","['Woebot', 'Relational agent', 'Digital mental health intervention', 'Chatbot', 'Conversational agent', 'Natural language processing', 'Artificial intelligence']"
NCT04473599,"University of California, Berkeley",OTHER,Stay Well at Home: a Text-messaging Study Social Distancing,COMPLETED,,,False,False,False,NA,"['Depressive Symptoms', 'Anxiety', 'COVID-19']","['Mobile health', 'Text-messaging', 'Covid-19', 'Mental health', 'Coping']"
NCT06192862,Chinese University of Hong Kong,OTHER,Effectiveness of Using Mobile Health Technology in Colorectal Cancer Screening Uptake,NOT_YET_RECRUITING,,,False,False,False,NA,"['CRC, Colorectal Cancer']","['colorectal cancer, screening, fecal immunochemical test']"
NCT06475703,Guy's and St Thomas' NHS Foundation Trust,OTHER,Using AI Within Digital Wound Monitoring of Surgical Wounds to Prioritise Non-healing Wounds for Urgent Review,ACTIVE_NOT_RECRUITING,,"[{'name': 'National Institute for Health Research, United Kingdom', 'class': 'OTHER_GOV'}, {'name': 'University of Nottingham', 'class': 'OTHER'}, {'name': 'Liverpool Heart and Chest Hospital NHS Foundation Trust', 'class': 'OTHER'}, {'name': 'Islacare Ltd', 'class': 'UNKNOWN'}, {'name': 'Central and North West London NHS Foundation Trust', 'class': 'OTHER'}, {'name': 'Derby Clinical Trials Unit', 'class': 'UNKNOWN'}, {'name': 'East Midlands Research Support Service', 'class': 'UNKNOWN'}, {'name': 'Centre for Healthcare Equipment and Technology Adoption', 'class': 'UNKNOWN'}, {'name': 'Health Innovation East Midlands', 'class': 'UNKNOWN'}]",True,False,False,NA,"['Surgical Wound', 'Wound Healing Delayed', 'Heart; Surgery, Heart, Functional Disturbance as Result']","['artificial intelligence', 'wound management', 'surgery', 'surgical site infection', 'infection control']"
NCT06193681,Istanbul University - Cerrahpasa,OTHER,Efficiency of Supervised Exercise Program Versus Mobile-Based Exercise Program in Juvenile Idiopathic Arthritis,RECRUITING,,,False,False,False,NA,['Juvenile Idiopathic Arthritis'],"['Adolescents', 'Juvenile Idiopathic Arthritis', 'mobile application', 'ehealth', 'exercise', 'personalized exercise', 'mhealth']"
NCT03645941,Mayo Clinic,OTHER,Connecting Alaska Native People to Quit Smoking,COMPLETED,,"[{'name': 'National Institute on Drug Abuse (NIDA)', 'class': 'NIH'}]",False,False,False,NA,"['Tobacco Use', 'Tobacco Smoking', 'Tobacco Use Cessation', 'Smoking Cessation', 'Smoking, Cigarette', 'Smoking, Tobacco', 'Smoking']","['Social Media', 'Alaska Native']"
NCT03672474,"University Hospital, Montpellier",OTHER,REGEnLIFE RGn530 - Feasibility Pilot,TERMINATED,Covid19 sanitary crisis,,False,False,False,NA,['Alzheimer Disease'],"[""Alzheimer's Disease"", 'Photobiomodulation', 'Innovative Therapy']"
NCT05312034,D'Or Institute for Research and Education,OTHER,Application of an Antimicrobial Stewardship Program in Brazilian ICUs Using Machine Learning Techniques and an Educational Model,UNKNOWN,,,False,False,False,NA,"['Nosocomial Infection', 'Sepsis']","['antimicrobial', 'antibiotics']"
NCT06901037,The Hong Kong Polytechnic University,OTHER,A Pilot Randomized Controlled Trial of Chatbot Use in Older Adults for Lifestyle Change,NOT_YET_RECRUITING,,,False,False,False,NA,['Healthy Lifestyle'],"['Chatbot, older adults']"
NCT06302686,Istituto Nazionale di Ricovero e Cura per Anziani,OTHER,"engAGE: Managing cognitivE decliNe throuGh Theatre Therapy, Artificial Intelligence and Social Robots drivEn Interventions",UNKNOWN,,"[{'name': 'European Union', 'class': 'OTHER'}]",False,False,False,NA,"['Mild Cognitive Impairment', 'Older Adults']","['ageing', 'older adults', 'mild cognitive impairment', 'caregiver', 'technological platform']"
NCT05406778,Spark Neuro Inc.,INDUSTRY,SPARK Neuro REMIND Study,RECRUITING,,,True,False,True,NA,"['Alzheimer Disease', 'Cognitive Impairment']","['EEG', 'Electroencephalography', 'Machine learning']"
NCT03631069,Moorfields Eye Hospital NHS Foundation Trust,OTHER,Detecting Dementia in the Retina Using Optical Coherence Tomography,UNKNOWN,,,True,False,False,,"['Dementia Alzheimers', 'Dementia', 'Dementia, Vascular', 'Dementia Senile']",
NCT06171893,Radboud University Medical Center,OTHER,"Assessing the Effect of the 'Wavy' Application, on Stress and Burden of Disease in Women With INOCA",COMPLETED,,"[{'name': 'VieCuri Medical Centre', 'class': 'OTHER'}, {'name': 'The Elisabeth-TweeSteden Hospital', 'class': 'OTHER'}, {'name': 'Maastricht University Medical Center', 'class': 'OTHER'}, {'name': 'Maasstad Hospital', 'class': 'OTHER'}, {'name': 'Catharina Ziekenhuis Eindhoven', 'class': 'OTHER'}, {'name': 'ZonMw: The Netherlands Organisation for Health Research and Development', 'class': 'OTHER'}, {'name': 'Health Holland', 'class': 'OTHER'}, {'name': 'Netherlands Organisation for Scientific Research', 'class': 'OTHER_GOV'}]",False,False,False,NA,"['Stress', 'Ischemia', 'Vasospasm, Coronary', 'Vasomotor; Spasm', 'Angina, Stable', 'Prinzmetal Angina']",
NCT06741956,University of Seville,OTHER,Development of a Wearable Device for Osteoporosis Prevention and Fracture Risk Reduction in Women,ENROLLING_BY_INVITATION,,"[{'name': 'Hospitales Universitarios Virgen del Rocío', 'class': 'OTHER'}]",False,False,False,NA,"['Osteoporosis in Post-menopausal Women', 'Prevention', 'Exercise', 'Physical Activity', 'Wearable Devices']","['Osteoporosis prevention', 'Postmenopausal women', 'Bone mineral density', 'Fragility fractures', 'Physical activity interventions', 'Wearable technology', 'Non-pharmacological management', 'Machine learning in healthcare']"
NCT06240897,Institute for Digital Medicine (WisDM),OTHER,CURATE.Dtx as a Diagnostic and Management Tool for Delirium,NOT_YET_RECRUITING,,"[{'name': 'Singapore General Hospital', 'class': 'OTHER'}, {'name': 'National University of Singapore', 'class': 'OTHER'}]",False,False,False,NA,['Delirium'],"['digital health', 'digital diagnostic']"
NCT04951284,Novoic Limited,INDUSTRY,Amyloid Prediction in Early Stage Alzheimer's Disease Through Speech Phenotyping - FUTURE Extension,TERMINATED,Study only continued to 2 year follow-up.,,False,False,False,,"['Alzheimer Disease', ""Preclinical Alzheimer's Disease"", ""Prodromal Alzheimer's Disease"", ""Alzheimer's Disease (Incl Subtypes)"", 'Mild Cognitive Impairment']","[""Alzheimer's disease"", ""Preclinical Alzheimer's disease"", ""Prodromal Alzheimer's disease"", 'Mild Cognitive Impairment', 'Normal Cognition', 'Amyloid', 'Speech', 'Acoustic', 'Language', 'Linguistic', 'Machine Learning', 'Artificial Intelligence']"
NCT05952193,"Centre Hospitalier Universitaire, Amiens",OTHER,Evaluation of the POSOS Device for Iatrogenesis Detection in Clinical History? A Vignettes Study,RECRUITING,,"[{'name': 'Centre Hospitalier de Bourg en Bresse', 'class': 'OTHER'}, {'name': 'Saint Antoine University Hospital', 'class': 'OTHER'}, {'name': 'CHU de Rouen - Accueil', 'class': 'OTHER'}, {'name': 'CHU de Créteil', 'class': 'UNKNOWN'}, {'name': 'Médipôle Lyon-Villeurbanne', 'class': 'OTHER'}, {'name': 'Centre Hospitalier Universitaire de Nice', 'class': 'OTHER'}, {'name': 'University Hospital, Montpellier', 'class': 'OTHER'}, {'name': 'University Hospital, Lille', 'class': 'OTHER'}, {'name': 'Centre Hospitalier de Niort', 'class': 'OTHER'}, {'name': 'Centre Hospitalier Régional Metz-Thionville', 'class': 'OTHER'}, {'name': 'University Hospital, Grenoble', 'class': 'OTHER'}, {'name': 'CHU de Reims', 'class': 'OTHER'}]",False,False,False,,"['Iatrogenesis', 'Clinical Vignettes', 'Diagnostic Performance Study', 'Medical Information Search', 'Artificial Intelligence']","['Iatrogenesis', 'Clinical vignettes', 'Diagnostic performance study', 'Medical Information Search', 'Artificial Intelligence']"
NCT02987556,Centre d'Etudes et de Recherche pour l'Intensification du Traitement du Diabète,OTHER,Diabeloop WP7 : Crossover Evaluation of the Safety and the Efficacy of Artificial Pancreas Diabeloop (WP7),COMPLETED,,,False,False,False,NA,"['Closed Loop', 'Diabetes Mellitus, Type 1']",
NCT05003830,"Wuhan Union Hospital, China",OTHER,Application of Multi-probe PET/MR Imaging in the Diagnosis and Evaluation of Alzheimer's Disease,UNKNOWN,,,,False,False,,"['Alzheimer Disease', 'PET/MR']",
NCT04928976,Novoic Limited,INDUSTRY,Amyloid Prediction in Early Stage Alzheimer's Disease Through Speech Phenotyping,COMPLETED,,,False,False,False,,"['Alzheimer Disease', ""Preclinical Alzheimer's Disease"", ""Prodromal Alzheimer's Disease"", ""Alzheimer's Disease (Incl Subtypes)"", 'Mild Cognitive Impairment']","[""Alzheimer's disease"", ""Preclinical Alzheimer's disease"", ""Prodromal Alzheimer's disease"", 'Mild Cognitive Impairment', 'Normal Cognition', 'Amyloid', 'Speech', 'Acoustic', 'Language', 'Linguistic', 'Machine Learning', 'Artificial Intelligence']"
NCT04828122,Novoic Limited,INDUSTRY,Amyloid Prediction in Early Stage Alzheimer's Disease From Acoustic and Linguistic Patterns of Speech,COMPLETED,,,False,False,False,,"['Alzheimer Disease', ""Preclinical Alzheimer's Disease"", ""Prodromal Alzheimer's Disease"", ""Alzheimer's Disease (Incl Subtypes)"", 'Mild Cognitive Impairment']","[""Alzheimer's disease"", ""Preclinical Alzheimer's disease"", ""Prodromal Alzheimer's disease"", 'Mild Cognitive Impairment', 'Normal Cognition', 'Amyloid', 'Speech', 'Acoustic', 'Language', 'Linguistic', 'Machine Learning', 'Artificial Intelligence']"
NCT04453891,Carré Technologies Inc.,INDUSTRY,Hexoskin Feasibility Study With COVID-19 Patients,WITHDRAWN,"Internal timeline was delayed, logistics delays",,False,False,False,,['COVID-19'],
NCT03734380,The Hong Kong Polytechnic University,OTHER,Lower Knee Joint Loading by Real-time Biofeedback Stair Walking Rehabilitation for Patients With MCKOA,UNKNOWN,,"[{'name': 'City University of Hong Kong', 'class': 'OTHER'}, {'name': 'Chinese University of Hong Kong', 'class': 'OTHER'}, {'name': 'Bern University of Applied Sciences', 'class': 'OTHER'}]",,False,False,NA,['Knee Osteoarthritis'],"['Gait retraining', 'Knee adduction moment', 'Wearable technology', 'Knee osteoarthritis']"
NCT05464017,University of Buea,OTHER,Trauma Follow-Up Prediction (Project 2: Aim 2),NOT_YET_RECRUITING,,"[{'name': 'Fogarty International Center of the National Institute of Health', 'class': 'NIH'}, {'name': 'University of California, Los Angeles', 'class': 'OTHER'}, {'name': 'University of California, Berkeley', 'class': 'OTHER'}]",False,False,False,NA,"['Injury Traumatic', 'Injuries']","['Cameroon', 'Sub-Sahara Africa', 'mHealth', 'Machine learning', 'Injury', 'Trauma', 'Mobile phone', 'SuperLearner']"
NCT06151626,National Cheng-Kung University Hospital,OTHER,A Novel Multisensory-Rhythmic Intervention in Geriatric Rehabilitation,RECRUITING,,,,False,False,NA,"['Virtual Reality', 'Hand Mirror', 'Geriatric', 'Kinesiology, Applied']",
NCT06704282,Penn State University,OTHER,Assessing the Impact of VR-Based Observational Mindfulness Meditation on Stress Reduction in Adults,NOT_YET_RECRUITING,,,False,False,False,NA,"['Stress', 'Anxiety', 'Depression']","['Mindfulness', 'Virtual Reality', 'Meditation', 'Observe Activity']"
NCT05826288,"University of Colorado, Denver",OTHER,Oncology Care at Home for BMT and CAR-T,COMPLETED,,"[{'name': 'Reimagine Care', 'class': 'UNKNOWN'}]",True,False,False,NA,['Leukemia'],"['Bone Marrow Transplant (BMT)', 'Chimeric Antigen Receptor T-cell therapy (CAR-T)']"
NCT06068361,Assistance Publique - Hôpitaux de Paris,OTHER,Diagnostic Evaluation of Dementia with Lewy Bodies Using a Multimodal Approach,RECRUITING,,"[{'name': 'Association des Aidants et Malades à Corps de Lewy (A2MCL)', 'class': 'UNKNOWN'}]",False,False,False,,"['Lewy Bodies Disease', 'Alzheimer Disease', 'Cognitive Impairment']","['EEG', 'MRI', 'Plasma biomarkers']"
NCT05066906,Stanford University,OTHER,Videogame-based Tool for Job Search and Executive Function Improvement in Adults With ASD,WITHDRAWN,Change in lab priority,,False,False,False,NA,['Autism Spectrum Disorder'],
NCT06477809,ARIA Research Pty Ltd,INDUSTRY,"A Pilot Study Comparing Performance of Blind Participants on 12 Tasks, With and Without the ARIA Device",RECRUITING,,"[{'name': 'University of Sydney', 'class': 'OTHER'}]",False,False,False,NA,['Blindness and Low Vision'],
NCT04846426,Novoic Limited,INDUSTRY,Amyloid Prediction in Early Stage Alzheimer's Disease From Acoustic and Linguistic Patterns of Speech - FUTURE Extension,TERMINATED,Study only continued to 2 year follow-up.,,False,False,False,,"['Alzheimer Disease', ""Preclinical Alzheimer's Disease"", ""Prodromal Alzheimer's Disease"", ""Alzheimer's Disease (Incl Subtypes)"", 'Mild Cognitive Impairment']","[""Alzheimer's disease"", ""Preclinical Alzheimer's disease"", ""Prodromal Alzheimer's disease"", 'Mild Cognitive Impairment', 'Normal Cognition', 'Amyloid', 'Speech', 'Acoustic', 'Language', 'Linguistic', 'Machine Learning', 'Artificial Intelligence']"
NCT04939818,Novoic Limited,INDUSTRY,Clinical Feasibility of Speech Phenotyping for Remote Assessment of Neurodegenerative and Psychiatric Disorders,COMPLETED,,"[{'name': ""King's College London"", 'class': 'OTHER'}]",False,False,False,,"['Alzheimer Disease', 'Mild Cognitive Impairment', 'Dementia With Lewy Bodies', 'Dementia, Vascular', 'Frontotemporal Dementia', 'Primary Progressive Aphasia', 'Parkinson Disease', 'Motor Neuron Disease', 'Major Depressive Disorder', 'Bipolar Disorder', 'Amyotrophic Lateral Sclerosis']","['Speech', 'Acoustic', 'Language', 'Linguistic', 'Machine Learning', 'Artificial Intelligence']"
NCT04877535,Washington University School of Medicine,OTHER,Pilot Study for Postoperative Machine Learning,COMPLETED,,"[{'name': 'National Center for Advancing Translational Sciences (NCATS)', 'class': 'NIH'}]",False,False,True,NA,['Surgery--Complications'],"['Telemedicine', 'Anesthesia Control Tower', 'Machine Learning', 'Forecasting Algorithms', 'Handoff effectiveness']"
NCT06891495,Qassim University,OTHER,Evaluating an AI-Generated Health Podcast,RECRUITING,,,False,False,False,,"['Public Health', 'Artificial Intelligence', 'Feasibility Studies']",
NCT05817188,Karolinska Institutet,OTHER,Medication Repurposing to Stop Cognitive Decline in Dementia,COMPLETED,,"[{'name': 'KTH Royal Institute of Technology', 'class': 'OTHER'}, {'name': 'Region Stockholm', 'class': 'OTHER_GOV'}]",False,False,False,,"['Alzheimer Dementia', 'Dementia Disorders']","['medication', 'repurposing', 'cognitive decline', 'dementia', 'Mini-Mental State Examination']"
NCT04769024,Hospices Civils de Lyon,OTHER,Virtual Reality Intervention for the Reduction of Behavioral and Psychological Symptoms of Dementia,COMPLETED,,,False,False,False,NA,"['Dementia', ""Alzheimer's Disease"", 'Neurocognitive Disorders']","['BPSD', 'Dementia', 'Apathy', 'virtual reality', ""Alzheimer's disease"", 'Neurocognitive Disorders']"
NCT03324178,University of Glasgow,OTHER,Use of Neurofeedback to Enhance Attention After Brain Injury,COMPLETED,,"[{'name': 'Brain Injury Rehabilitation Trust', 'class': 'OTHER'}]",False,False,False,NA,['Brain Injuries'],"['Neurofeedback', 'Attention']"
NCT05771844,Brain Electrophysiology Laboratory Company,INDUSTRY,Home Sleep Therapy for Older Adults With MCI,RECRUITING,,"[{'name': 'National Institute on Aging (NIA)', 'class': 'NIH'}, {'name': 'Wake Forest University', 'class': 'OTHER'}]",True,False,True,NA,"['Mild Cognitive Impairment', 'Sleep', 'Transcranial Electrical Stimulation', 'Machine Learning', 'Memory']","['Slow Wave Sleep', 'NREM N3 Sleep']"
NCT06739577,Université Catholique de Louvain,OTHER,Show Me How You Move and I Will Tell You Who You Are,COMPLETED,,,False,False,False,,"['Vestibular Disease', 'Vestibular Function Disorder']",
NCT05041283,University of Ulm,OTHER,Impact of Artificial Intelligence-based Patient Reinforcement on Quality of Colonoscopy,UNKNOWN,,,False,False,False,NA,['Bowel Preparation'],"['Bowel Preparation', 'Artificial Intelligence', 'Polyp Detection']"
NCT04937959,Novoic Limited,INDUSTRY,Amyloid Prediction in Early Stage Alzheimer's Disease Through Speech Phenotyping - PAST Extension,UNKNOWN,,,False,False,False,,"['Alzheimer Disease', ""Alzheimer's Disease (Incl Subtypes)"", ""Preclinical Alzheimer's Disease"", ""Prodromal Alzheimer's Disease"", 'Mild Cognitive Impairment', 'Normal Cognition']","[""Alzheimer's disease"", ""Preclinical Alzheimer's disease"", ""Prodromal Alzheimer's disease"", 'Mild Cognitive Impairment', 'Normal Cognition', 'Amyloid', 'Speech', 'Acoustic', 'Language', 'Linguistic', 'Machine Learning', 'Artificial Intelligence']"
NCT06728241,Oslo University Hospital,OTHER,Virtual Reality and Artificial Intelligence in Treatment for Patients with Psychosis,RECRUITING,,,False,False,False,NA,['Psychosis'],"['Virtual Reality', 'Artificial Intelligence', 'Schizophrenia', 'Psychosis', 'Anxiety']"
NCT06742294,Chinese University of Hong Kong,OTHER,"Physical Activity Routines, Education, Assessment, Literacy, and Information Technology Application in Young Children",ACTIVE_NOT_RECRUITING,,"[{'name': 'University of Wollongong', 'class': 'OTHER'}, {'name': 'University of British Columbia', 'class': 'OTHER'}, {'name': 'Research Grants Council, Hong Kong', 'class': 'OTHER'}]",False,False,False,NA,"['Intervention', 'Wait-List Control', 'Healthy']","['fundamental movement skills', 'teacher professional development', 'RCT']"
NCT05077722,Mayo Clinic,OTHER,Monitoring of Sleep and Behavior of Children 3-7 Years Old Receiving Parent-Child Interaction Therapy With the Help of Artificial Intelligence,COMPLETED,,,False,False,False,NA,"['Disruptive Behavior', 'Attention-deficit Hyperactivity', 'Oppositional Defiant Disorder']",['Emotional Behavioral Dyscontrol']
